LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,Postcode,Day_Length,Seats,X,Y,Email,MEALS,Website,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
KBVB,NYCEEC,K,New Life CDC 2,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-366-1668,406 Grv St,11237,1,78,1008455,194743,NEWLIFEHEADSTART@AOL.COM,3,,2,1,32KBVB,40.701188,-73.912895,4,37,441,3397530,3033290016,Bushwick North                                                             
K702,CHARTER,K,Community Partnership Charter School Pre - Kindergarten,,718-399-3824,241 Emerson Pl,11205,1,18,994928,191061,info@cpcsschool.org,5,http://cpcsschool.org/,9,3,13K702,40.690202,-73.961478,2,35,193,3055378,3019330102,Clinton Hill                                                               
KBXQ,NYCEEC,K,"Gan, Inc. - Gan Jewish Day Care",,718-338-7575,2901 Campus Rd,11210,1,36,998563,169552,yafitelbaz@yahoo.com,3,http://ganjewish.com,3,1,22KBXQ,40.631986,-73.948682,14,45,774,3205890,3075570118,Flatbush                                                                   
K124,DOE,K,P.S. 124 Silas B Dutcher,,718-788-0246,515 4 Ave,11215,1,36,986830,182462,aburrell2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/15/k124,3,3,15K124,40.667545,-73.991046,6,39,141,3023391,3010340001,Park Slope-Gowanus                                                         
KBQN,NYCEEC,K,Friends Of Crown Heights 6,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-372-8189,49 Ave W,11223,1,20,989171,154925,viptorres@aol.com,3,,7,1,21KBQN,40.591395,-73.982238,13,47,382,3322146,3071370001,Gravesend                                                                  
KBGB,NYCEEC,K,Traditional Educational Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-443-2577,1469b Broadway,11221,1,29,1006823,189849,traditional1469@verizon.net,3,,2,1,32KBGB,40.687556,-73.918636,4,34,397,3393150,3033730007,Bushwick South                                                             
K012,DOE,K,Dr. Jacqueline Peek - Davis School,,718-953-4569,430 Howard Ave,11233,1,72,1006488,184472,gthom2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/17/k012,3,3,17K012,40.673073,-73.919594,16,41,363,3039174,3014570032,Ocean Hill                                                                 
K131,DOE,K,P.S. 131 Brooklyn,,718-431-1960,4305 Ft Hamilton Pkwy,11219,1,36,986096,172731,rquiles2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/15/k131,3,3,15K131,40.641157,-73.993482,12,39,224,3136085,3056030001,Borough Park                                                               
K182,CHARTER,K,Success Academy Charter School - Williamsburg Pre - Kindergarten,,718-704-1419,183 South 3rd St,11211,1,18,995368,198597,SAWB.MainOffice@saschools.org,5,http://successacademies.org/schools/williamsburg/,9,3,14K182,40.711704,-73.960275,1,34,523,3063128,3024190001,North Side-South Side                                                      
K207,DOE,K,P.S. 207 Elizabeth G Leary,,718-645-8667,4011 Fillmore Ave,11234,1,36,1003637,162866,mbosco@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/22/k207,3,3,22K207,40.613353,-73.930129,18,46,652,3239388,3084840001,Georgetown-Marine Park-Bergen Beach-Mill Basin                             
K261,DOE,K,P.S. 261 Philip Livingston,,718-330-9275,314 Pacific St,11201,1,36,987504,189641,zmills@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/15/k261,3,3,15K261,40.687466,-73.988288,2,33,43,3001070,3001880014,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
K202,DOE,K,P.S. 202 Ernest S Jenkyns,,718-649-7880,982 Hegeman Ave,11208,1,54,1018510,181996,mspence6@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/19/k202,3,3,19K202,40.666417,-73.876563,5,42,1116,3098664,3044770001,East New York                                                              
K298,DOE,K,P.S. 298 Dr. Betty Shabazz,,718-495-7793,85 Watkins St,11212,1,46,1009797,183759,jdill2@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/23/k298,3,3,23K298,40.670986,-73.908194,16,37,906,3080768,3035070007,Brownsville                                                                
KCFR,NYCEEC,K,Bubble Bee Day Care,,718-676-0080,76 Lorraine St,11231,3,20,982331,184909,esther@bumblebeesrus.com,3,,3,1,15KCFR,40.674385,-74.006886,6,38,53,3338801,3005800016,Carroll Gardens-Columbia Street-Red Hook                                   
K206,DOE,K,P.S. 206 Joseph F Lamb,,718-743-5598,2200 Gravesend Nck Rd,11229,1,36,998543,156874,jhom42@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/22/k206,3,3,22K206,40.597369,-73.948946,15,48,59401,3201080,3073810201,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
KCHM,NYCEEC,K,Alonzo A Daughtry Memorial DCC Inc.,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-596-1993,565 Baltic St,11217,1,20,989100,187600,alonzodaughtrydcc@verizon.net,3,,3,1,13KCHM,40.681306,-73.982697,6,33,127,3006388,3004010001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
KCQB,NYCEEC,K,Imaginarium Child,,917-689-3300,1954 Ocean Ave,11230,1,12,996871,163066,info@imaginariumchild.com,5,,9,3,22KCQB,40.614444,-73.954271,14,48,546,3181615,3067570042,Midwood                                                                    
K092,DOE,K,P.S. 092 Adrian Hegeman,,718-462-2087,601 Parkside Ave,11226,1,54,996990,178353,drahmaa@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/17/k092,3,3,17K092,40.656046,-73.953742,9,40,802,3115866,3050490055,Prospect Lefferts Gardens-Wingate                                          
KCAD,NYCEEC,K,Higher Level,,718-856-4064,2401 Beverley Rd,11226,1,18,996861,174261,uljoseph@aol.com,5,,9,3,17KCAD,40.64479,-73.954622,17,40,792,3117907,3051350042,Erasmus                                                                    
K031,DOE,K,P.S. 031 Samuel F Dupont,,718-383-8998,75 Meserole Ave,11222,1,108,996979,204091,mscarla@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/14/k031,1,3,14K031,40.726587,-73.95427,1,33,561,3065299,3025950001,Greenpoint                                                                 
KCIS,NYCEEC,K,Greater Bright Light Learning Center,,917-960-4044,1320 Sutter Ave,11208,1,20,1020571,184512,gzellars@gblmbc.com,5,,9,3,19KCIS,40.673174,-73.869185,5,42,1208,3095779,3042680023,East New York                                                              
KCQE,NYCEEC,K,Stuyvesant Heights Day Care / New Vision One,,718-783-5383,69 Macdonough St,11216,1,18,999853,187459,stepbystepecc@gmail.com,5,,9,3,13KCQE,40.680992,-73.943986,3,36,269,3053328,3018510039,Bedford                                                                    
KBPC,NYCEEC,K,Marie Durdin CCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-647-4730,2700 Linden Blvd,11208,1,20,1021815,182930,mariedurdinchildcare@msn.com,3,,3,1,19KBPC,40.669187,-73.864673,5,42,1214,3326995,3044880001,East New York                                                              
KBZG,NYCEEC,K,Ring Around The Rosie,,718-492-7464,7106 13th Ave,11228,1,15,982748,166075,ring7104@verizon.net,4,,7,1,20KBZG,40.622478,-74.005176,10,43,196,3157620,3061770040,Dyker Heights                                                              
K284,DOE,K,P.S. 284 Lew Wallace,,718-495-7791,213 Osborn St,11212,1,18,1009894,182254,jsanders2@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/23/k284,3,3,23K284,40.667377,-73.908214,16,41,912,3081460,3035440135,Brownsville                                                                
KBYF,NYCEEC,K,Edith And Karl Marks JCH Of Bensonhurst,,718-943-6333,7802 Bay Pkwy,11214,1,30,987115,160171,tatyana@jchb.org,1,http://jchb.org,3,1,20KBYF,40.606369,-73.989235,11,44,270,3162352,3062640030,Bensonhurst West                                                           
KAFO,NYCEEC,K,Good Shepherd School,,718-339-2745,1943 Brown St,11229,1,36,1000793,159493,princpap@aol.com,7,,3,1,22KAFO,40.60421,-73.940629,15,46,566,3345248,3073110001,Madison                                                                    
KBJE,NYCEEC,K,Be Above 37,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-774-4131,570 Crown St,11213,1,60,1001038,181711,uly@yttl.org,3,,7,1,17KBJE,40.665652,-73.939237,9,35,333,3393264,3014170007,Crown Heights South                                                        
KAYL,NYCEEC,K,"Puerto Rican Family Institute, Inc.",,718-388-6060,185 Marcy Ave,11211,4,25,995872,197144,lisanchez@prfi.org,3,,2,1,14KAYL,40.707729,-73.958337,1,33,529,3059752,3021510006,Williamsburg                                                               
K233,DOE,K,P.S. 233 Langston Hughes,,718-346-8103,9301 Ave B,11236,1,72,1008110,176607,tallen10@schools.nyc.gov,2,http://ps233-k12-et.schoolloop.com,3,3,18K233,40.651022,-73.91402,17,42,930,3104990,3047530001,Rugby-Remsen Village                                                       
KCGP,NYCEEC,K,Birch Family Services Nazareth ECC,,212-616-1851,475 East 57th St,11203,3,16,1005765,173846,marjory.antoine@birchfamilyservices.org,5,,9,3,18KCGP,40.643889,-73.922732,17,45,946,3221961,3079150010,Rugby-Remsen Village                                                       
KBUA,NYCEEC,K,BCS Atlantic Avenue ELC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,347-296-4980,1825 Atlantic Ave,11233,1,18,1004969,186076,msurrency@wearebcs.org,3,http://wearebcs.org,3,2,16KBUA,40.677155,-73.925639,3,36,299,3397596,3017107501,Crown Heights North                                                        
K015,DOE,K,P.S. 015 Patrick F Daly,,718-330-9280,71 Sullivan St,11231,1,84,981053,185943,pwyns@schools.nyc.gov,3,http://ps15patrickfdaly.org,3,1,15K015,40.677343,-74.011558,6,38,53,3008585,3005660001,Carroll Gardens-Columbia Street-Red Hook                                   
KBPQ,NYCEEC,K,Generation21 Day Care,,718-621-9321,6709 19th Ave,11204,1,52,987214,163824,Generation21daycare@gmail.com,2,,7,1,20KBPQ,40.616569,-73.989381,11,47,256,3134705,3055700006,Bensonhurst West                                                           
K398,DOE,K,P.S. 398 Walter Weaver,,718-774-4466,60 East 94 St,11212,1,72,1004231,181212,tkatanb@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/17/k398,3,3,17K398,40.663559,-73.926959,17,41,882,3323072,3045950015,Rugby-Remsen Village                                                       
KBQA,NYCEEC,K,"Tiny Tots Playhouse, LLC, The",,718-745-4509,243 88 St,11209,3,54,975123,166067,tinytotplayhouse@aol.com,8,http://tinytotsplayhouse.wix.com/tinytots,7,1,20KBQA,40.622378,-74.033,10,43,60,3153687,3060480049,Bay Ridge                                                                  
K108,DOE,K,P.S. 108 Sal Abbracciamento,,718-277-7010,200 Linwood St,11208,1,108,1016343,187503,chahn3@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/19/k108,3,3,19K108,40.681268,-73.884063,5,37,117202,3087131,3039260045,Cypress Hills-City Line                                                    
KAOP,NYCEEC,K,Yeshivah Of Flatbush,,718-377-4040,919 East 10 St,11230,3,110,993607,167603,agellman@flatbush.org,5,,9,3,21KAOP,40.62638,-73.966486,12,44,456,3170990,3065230001,Midwood                                                                    
KBCV,NYCEEC,K,"Tabernacle Church Of God DCC, Inc.",,718-638-3209,34 Kosciuszko St,11205,3,60,997107,190731,tabernacleupk@verizon.net,3,,7,1,13KBCV,40.690353,-73.953678,3,36,241,3049719,3017830023,Bedford                                                                    
K309,DOE,K,P.S. 309 The George E Wibecan Preparatory Academy,,718-574-2381,794 Monroe St,11221,1,28,1005259,190031,aaponte10@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/16/k309,3,3,16K309,40.688419,-73.924833,3,41,385,3045047,3016430036,Stuyvesant Heights                                                         
K157,DOE,K,P.S. 157 Benjamin Franklin,,718-622-9285,850 Kent Ave,11205,1,36,995355,192637,ps157@outlook.com,3,http://schools.nyc.gov/schoolportals/14/k157,3,3,14K157,40.695417,-73.959571,3,33,1237,3054671,3018970013,Bedford                                                                    
KBQH,NYCEEC,K,Magen David Yeshivah,,718-676-0215,2170 Mcdonald Ave,11223,3,100,991725,157710,pbruger@mdyschool.org,5,,9,3,21KBQH,40.599872,-73.972845,11,47,410,3190443,3070870034,Bensonhurst East                                                           
KCNF,NYCEEC,K,Itty Bitty Adventures Preschool,,718-375-4700,3416 Ave S,11234,1,16,1003059,161147,pattiemerhej@ittybittyadventures.com,5,http://ittybittyadventures.com,9,3,22KCNF,40.608922,-73.932605,18,46,658,3240855,3085200042,Georgetown-Marine Park-Bergen Beach-Mill Basin                             
KBSI,NYCEEC,K,Friends Of Crown Heights 9,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-773-7733,813 Sterling Pl,11216,1,55,997721,184380,pbutts@foch.biz,7,http://fochdaycare.org,3,1,17KBSI,40.672613,-73.95161,8,36,31701,3031515,3012400056,Crown Heights North                                                        
KBNJ,NYCEEC,K,Bedford Stuyvesant ECDC 260,,718-453-0722,260 Jefferson Ave,11216,3,20,998867,188269,foxcasalk@bsecdc.org,3,,3,1,13KBNJ,40.683552,-73.94764,3,36,249,3052305,3018330038,Bedford                                                                    
K236,DOE,K,P.S. 236 Mill Basin,,718-444-6969,6302 Ave U,11234,1,54,1008520,163671,alabella@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/22/k236,3,3,22K236,40.615998,-73.912989,18,46,698,3326821,3084640001,Georgetown-Marine Park-Bergen Beach-Mill Basin                             
K226,DOE,K,P.S. 226 Alfred De Bmason,,718-234-4940,6006 23 Ave,11204,1,54,990693,163416,stannen2@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/21/k226,7,3,21K226,40.615252,-73.97635,12,44,446,3172071,3065490024,Borough Park                                                               
KBPU,NYCEEC,K,Our Saviour's Lutheran Preschool,,718-745-0020,414 80th St,11209,1,76,976961,167660,oslpreschool@verizon.net,2,http://oursaviourslutheranpreschool.com,3,1,20KBPU,40.626829,-74.025967,10,43,138,3151309,3059890006,Bay Ridge                                                                  
KBGJ,NYCEEC,K,Mevakshei Hashem,,718-435-8900,550 Ocean Pkwy,11226,1,36,991727,170485,pschiff@mevakshai.org,7,,6,1,20KBGJ,40.63492,-73.972517,12,39,484,3127188,3053990032,Kensington-Ocean Parkway                                                   
K394,DOE,K,M.S. K394,,718-756-3164,188 Rochester Ave,11213,1,90,1004137,184405,gshawpieters@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/17/k394,3,3,17K394,40.672762,-73.927973,8,36,347,3036289,3013670022,Crown Heights North                                                        
KBLT,NYCEEC,K,Tompkins Children's Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-782-9140,730 Park Ave,11206,1,33,999230,193457,mthompson@bksny.org,2,http://bksny.org,7,1,14KBLT,40.697942,-73.946392,3,36,25902,3324248,3017400001,Bedford                                                                    
K151,DOE,K,P.S. 151 Lyndon B Johnson,,718-326-6360,763 Knickerbocker Ave,11207,1,18,1009676,191905,jhunt@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/32/k151,3,3,32K151,40.693293,-73.90864,4,37,437,3078654,3034060001,Bushwick North                                                             
K067,DOE,K,P.S. 067 Charles A Dorsey,,718-834-6756,51 Saint Edwards St,11205,1,18,990385,192610,gsolomon3@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/13/k067,3,3,13K067,40.695633,-73.978215,2,35,2901,3332507,3020390002,Fort Greene                                                                
KBQU,NYCEEC,K,Keshet Learning Center,,718-376-6958,1612 Quentin Rd,11229,1,18,996250,160871,Queenpa18@aol.com,3,,8,1,22KBQU,40.608382,-73.957034,15,48,552,3183039,3067990005,Madison                                                                    
K048,DOE,K,P.S. 048 Mapleton,,718-232-3873,6015 18 Ave,11204,1,18,987776,165729,jmagenta@schools.nyc.gov,5,http://schools.nyc.gov/schoolportals/20/k048,9,3,20K048,40.621871,-73.987396,12,44,244,3132140,3055190001,Borough Park                                                               
KANO,NYCEEC,K,Yeshivas Boyan Tifereth Mordechai Shlomo,,718-435-6060,1205 44 St,11219,1,30,986737,172123,boyan@verizon.net,5,,9,3,15KANO,40.638925,-73.991007,12,39,224,3136132,3056040001,Borough Park                                                               
KBPN,NYCEEC,K,Beth Jacob DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-435-5755,1363 46th St,11219,1,106,987427,170925,up-ka@hotmail.com,7,,7,2,20KBPN,40.635922,-73.989058,12,44,232,3136748,3056170050,Borough Park                                                               
K268,DOE,K,P.S. 268 Emma Lazarus,,718-773-5332,133 East 53 St,11203,1,36,1004308,178698,VKirton@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/18/k268,1,3,18K268,40.657131,-73.928018,17,41,866,3100292,3046230028,Rugby-Remsen Village                                                       
KCIE,NYCEEC,K,Bnos Chaya,,718-851-1212,4511 14th Ave,11219,1,20,987664,170821,draizy102@gmail.com,7,,3,1,20KCIE,40.635809,-73.987703,12,44,232,3136756,3056180004,Borough Park                                                               
KBZX,NYCEEC,K,Yeshiva Torah Vodaath Preschool,,718-941-8000,1192 East 31st St,11210,1,36,999445,165995,rye@torahvodaath.org,5,,9,3,22KBZX,40.622567,-73.945065,18,45,748,3396953,3076300001,Midwood                                                                    
KBSL,NYCEEC,K,Charles R Drew ELC 5,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-740-2400,2804 Glenwood Rd,11210,1,61,998137,170247,crddcc@aol.com,3,http://charlesrdrewforsuccess.org,7,2,22KBSL,40.634106,-73.950086,14,45,774,3336755,3075570032,Flatbush                                                                   
K676,DOE,K,Red Hook Neighborhood School,,718-330-2238,27 Huntington St,11231,1,36,982876,186241,rbrown24@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/15/k676,3,3,15K676,40.677564,-74.005166,6,38,59,3008342,3005250001,Carroll Gardens-Columbia Street-Red Hook                                   
KCJO,NYCEEC,K,Aim High Childrens Services,,718-509-0630,83 Marlborough Rd,11226,1,48,993841,175405,upk@aimhighchild.com,5,http://aimhighchild.org,4,1,17KCJO,40.647986,-73.965697,14,40,1522,3117046,3050960001,Flatbush                                                                   
KCMA,NYCEEC,K,Seeds Of Unity,,347-715-6545,5816 13th Ave,11219,1,20,984827,168692,seedsofunity@gmail.com,5,,9,3,20KCMA,40.629843,-73.997521,12,44,192,3140724,3057040045,Borough Park                                                               
Z077,NYCEEC,K,Pre - K Center At 385 Avenue W,,347-492-6782,385 Ave W,11223,1,126,993033,155357,JSkop@schools.nyc.gov,5,,9,3,21Z077,40.592894,-73.968638,15,47,388,3193833,3071540040,Homecrest                                                                  
KCGN,NYCEEC,K,SCO Family Of Services,,718-345-6666,774 Saratoga Ave,11212,1,90,1007553,180354,SAndrews@sco.org,3,http://sco.org,3,2,23KCGN,40.661915,-73.915578,16,41,894,3326658,3035680001,Brownsville                                                                
KBRP,NYCEEC,K,Friends Of Crown Heights Educational Center #5,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-284-9194,1886 Nostrand Ave,11226,1,110,998493,172268,nichols@foch.biz,3,http://fochdaycare.org,2,1,22KBRP,40.639556,-73.948377,17,45,828,3328292,3052160040,Erasmus                                                                    
K165,DOE,K,P.S. 165 Ida Posner,,718-495-7759,76 Lott Ave,11212,1,36,1008949,178732,fellers@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/23/k165,3,3,23K165,40.65744,-73.911053,16,42,896,3082726,3036220023,Brownsville                                                                
KAOA,NYCEEC,K,Yeshiva Headstart 40th Street,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-633-2232,1402 40th St,11218,1,16,988545,171886,mkramer@ykypupa.org,5,,7,1,20KAOA,40.63851,-73.984316,12,39,230,3124884,3053450006,Borough Park                                                               
K316,DOE,K,P.S. 316 Elijah Stroud,,718-638-4043,750 Classon Ave,11238,1,54,995204,185072,omaluf@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/17/k316,3,3,17K316,40.674406,-73.960254,8,35,215,3029246,3011670018,Prospect Heights                                                           
K249,DOE,K,P.S. 249 The Caton,,718-282-8828,18 Marlborough Rd,11226,1,36,993590,175985,ebrown4@schools.nyc.gov,5,http://schools.nyc.gov/schoolportals/17/k249,9,3,17K249,40.64971,-73.966046,14,40,506,3116438,3050750001,Flatbush                                                                   
KCLC,NYCEEC,K,Sunny Skies Preschool,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,917-337-8003,720 Washington Ave,11238,1,58,994321,185652,paola@sunnyskiespreschool.com,5,http://sunnyskiespreshool.com,9,3,13KCLC,40.676306,-73.963494,8,35,205,3028878,3011600037,Prospect Heights                                                           
K186,DOE,K,P.S. 186 Dr. Irving A Gladstone,,718-236-7071,7601 19 Ave,11214,1,18,985747,161927,bcadotte@schools.nyc.gov,5,http://ps186.com,9,3,20K186,40.611483,-73.994677,11,47,274,3160923,3062390001,Bensonhurst West                                                           
KBPB,NYCEEC,K,Breukelen ECDC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-649-1463,717 East 105th St,11236,1,34,1013270,175635,breukelendcc@verizon.net,5,,9,3,18KBPB,40.648672,-73.895937,18,42,982,3321523,3081930001,Canarsie                                                                   
K052,DOE,K,P.S. 052 Sheepshead Bay,,718-648-0882,2675 East 29 St,11235,1,72,1000858,153397,ralvare4@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/22/k052,3,3,22K052,40.58792,-73.940532,15,48,600,3205435,3074740001,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
KCJF,NYCEEC,K,Clarkson ECC,,718-649-3488,8801 Glenwood Rd,11236,1,36,1009460,172815,8801cecc@gmail.com,7,,6,2,18KCJF,40.640846,-73.909018,18,46,964,3224067,3079930008,Canarsie                                                                   
KCJS,NYCEEC,K,Yeshiva Torah Vodaath,,718-941-8000,452 East 9 St,11218,1,40,992643,171495,preschoolytv@gmail.com,7,,3,1,22KCJS,40.637648,-73.969586,12,40,492,3126876,3053920032,Kensington-Ocean Parkway                                                   
K705,DOE,K,Brooklyn Arts And Science Elementary School,<P> <Strong>Note:</strong>  Students who are English Language Learners and/or are in the child welfare system will have priority for 20% of seats. If the applicant is in the child welfare system please contact the school directly.</P>,718-230-0851,443 St Marks Ave,11238,1,72,995436,185886,brooklynartselementary@gmail.com,2,http://schools.nyc.gov/schoolportals/17/k705,3,3,17K705,40.676774,-73.960058,8,35,305,3028281,3011480050,Crown Heights North                                                        
KCKB,NYCEEC,K,Bushwick United Development Fund,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-443-0685,243 South 2nd St,11211,1,19,995969,198682,jendale319@aol.com,3,http://bushwickunited.org,8,1,14KCKB,40.711824,-73.958096,1,34,523,3256381,3024080032,North Side-South Side                                                      
K017,DOE,K,P.S. 017 Henry D Woodworth,,718-387-2929,208 North 5 St,11211,1,28,996201,199850,rmarchi@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/14/k017,3,3,14K017,40.715351,-73.956716,1,34,519,3062337,3023450001,North Side-South Side                                                      
KBPJ,NYCEEC,K,Recreation Rooms And Settlement Starrett Early Learning,,718-642-8724,125 Schrooeders Ave,11239,1,20,1017280,175475,ssippy@aol.com,7,,8,1,19KBPJ,40.647716,-73.881307,5,42,105801,3343597,3044520085,Starrett City                                                              
KARS,NYCEEC,K,Action Nursery,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-854-7777,1019 46th St,11219,1,14,985283,172619,actionnursery@thejnet.com,3,,7,2,15KARS,40.640388,-73.996451,12,39,112,3136635,3056140042,Sunset Park East                                                           
KCOG,NYCEEC,K,Stepz 2 Success CCC,,718-508-2199,1992 Nostrand Ave,11210,1,12,998595,171354,dadams0784@gmail.com,5,,9,3,22KCOG,40.637091,-73.948116,14,45,788,3121059,3052310054,Flatbush                                                                   
K628,DOE,K,Brooklyn Brownstone School,,718-573-2307,272 Macdonough St,11233,1,36,1002154,187659,sgibbs4@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/16/k628,2,3,16K628,40.681896,-73.935963,3,36,273,3047054,3016740011,Stuyvesant Heights                                                         
K180,DOE,K,The Seeall Academy,,718-851-8070,5601 16 Ave,11204,1,38,987136,167594,20k180@schools.nyc.gov,2,http://seeallacademy.com,3,3,20K180,40.627029,-73.989672,12,44,470,3130809,3054920001,Borough Park                                                               
KBMA,NYCEEC,K,Tiferes Bnos,,718-599-2900,80 Skillman St,11205,3,40,996008,192887,bailar@tiferesbnos.org,5,,9,3,14KBMA,40.695957,-73.957392,3,33,1237,3390202,3018990038,Bedford                                                                    
K748,DOE,K,P.S. 748 Brooklyn School For Global Scholars,,718-382-3130,1664 Benson Ave,11214,1,36,982228,160397,dsalerno4@schools.nyc.gov,2,http://ps748scholars.com,3,3,20K748,40.607234,-74.007199,11,43,180,3167623,3063990026,Bath Beach                                                                 
KBNC,NYCEEC,K,Nesivos Bais Yaakov,,718-972-0804,1021 45th St,11219,3,40,985463,172802,nbyupk@gmail.com,7,,8,1,15KBNC,40.640918,-73.995817,12,39,112,3136354,3056080047,Sunset Park East                                                           
KAPB,NYCEEC,K,Yeshivat Shaare Torah,,718-437-6101,222 Ocean Pkwy,11218,3,60,991215,174025,chavys2003@yahoo.com,8,,3,1,15KAPB,40.64439,-73.974325,12,39,494,3124704,3053380051,Kensington-Ocean Parkway                                                   
K221,DOE,K,P.S. 221 Toussaint L'Ouverture,,718-756-0122,791 Empire Blvd,11213,1,54,1001983,181168,cmoodie@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/17/k221,3,3,17K221,40.663701,-73.936049,9,35,355,3038372,3014230014,Crown Heights South                                                        
KBMU,NYCEEC,K,A.C.E. ECC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-439-0450,199 14th Street2nd Floor,11215,1,17,986915,182329,aguo@lmcmc.com,3,,2,1,15KBMU,40.666966,-73.990448,6,39,141,3023430,3010340068,Park Slope-Gowanus                                                         
KBNT,NYCEEC,K,Shirley Chisholm DCC Site 1,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-756-1721,2023 Pacific St,11233,1,40,1006160,185664,scd2023@aol.com,3,,3,1,16KBNT,40.676107,-73.921328,16,41,303,3038522,3014310054,Ocean Hill                                                                 
K045,DOE,K,P.S. 045 Horace E Greene,,718-642-5360,84 Schaefer St,11207,1,54,1009081,189447,tlott-davis@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/32/k045,3,3,32K045,40.686746,-73.910693,4,37,401,3079428,3034270011,Bushwick South                                                             
KBGI,NYCEEC,K,Yeled V'Yalda 1257,,718-514-8712,1257 38th St,11218,3,110,988054,173072,mhorowitz@yeled.org,3,http://yeled.org,3,1,15KBGI,40.641793,-73.986693,12,39,226,3394062,3052950047,Borough Park                                                               
KBQL,NYCEEC,K,Shorefront YM - YWHA,,718-646-1444,3300 Coney Is Ave,11235,1,54,995417,148981,kirilko@shorefronty.org,7,http://shorefronty.org,3,1,21KBQL,40.575607,-73.959463,13,48,36002,3326880,3086930001,Brighton Beach                                                             
K156,DOE,K,P.S. 156 Waverly,,718-498-2811,104 Sutter Ave,11212,1,36,1006944,181831,23k156@schools.nyc.gov,2,http://156k.org,3,3,23K156,40.665965,-73.918107,16,41,900,3081276,3035350016,Brownsville                                                                
KCIC,NYCEEC,K,"Little Einstiens Of Canarsie, LLC",,718-251-5000,8413 Ave K,11236,1,100,1010231,170493,nbokhour@aol.com,5,,9,3,18KCIC,40.634314,-73.906386,18,46,996,3397081,3080367501,Canarsie                                                                   
